,Quart 1/4,Quart 1/2,Quart 3/4,Alpha,KappaNaught,1/4 solved h,1/4 fsolve check (should be zero),1/2 solved h,1/2 fsolve check,3/4 solved h,3/4 fsolve check,dE 1/4 (mV),dE 3/4 (mV),dE 1/2 (mV),E1/4 - E 3/4 (mV)
139,0.25,0.5,0.75,0.6000000000000001,13.069999999999999,5.680860571006429,0.0,5.616476657143606,0.0,7.612275999641242,-0.0,26.39306431340245,-32.62179881220236,2.80885469656394,59.014863125604805
140,0.25,0.5,0.75,0.6000000000000001,14.059999999999999,6.115044703569912,0.0,6.036452096114417,0.0,8.153814977031693,0.0,26.512145045708397,-32.33171637529967,2.625550444836378,58.84386142100807
141,0.25,0.5,0.75,0.6000000000000001,15.049999999999999,6.549285056003641,-0.0,6.456453377826612,0.0,8.695370695049743,0.0,26.61646606315051,-32.07769401605316,2.4649191506163017,58.69416007920367
142,0.25,0.5,0.75,0.6000000000000001,16.04,6.9835727141479556,0.0,6.876475636573684,-0.0,9.236937134210185,-0.0,26.70862945032116,-31.8533664401802,2.322969198597442,58.56199589050136
143,0.25,0.5,0.75,0.6000000000000001,17.029999999999998,7.417900566577594,0.0,7.296515156858324,0.0,9.778510197389965,0.0,26.790656311332302,-31.653789337059106,2.196599315214283,58.44444564839141
144,0.25,0.5,0.75,0.6000000000000001,18.02,7.8522628677604995,-0.0,7.716569052638972,0.0,10.32008707028107,0.0,26.86414105094532,-31.475062540107707,2.0833623233436573,58.33920359105303
145,0.25,0.5,0.75,0.6000000000000001,19.009999999999998,8.286654923201933,-0.0,8.13663504813504,0.0,10.861665808915074,0.0,26.930358797707967,-31.31406737637693,1.9813005977046696,58.24442617408489
146,0.25,0.5,0.75,0.6000000000000001,20.0,8.721072858351135,0.0,8.556711324601597,0.0,11.403245068164981,0.0,26.99034182035948,-31.16827969582877,1.8888289830687552,58.15862151618825
147,0.25,0.5,0.75,0.7000000000000001,0.2,5.0,11.0,5.0,5.0,5.0,2.0,26.16801174394681,-34.90803625774402,3.1303901600254305,61.076048001690836
148,0.25,0.5,0.75,0.7000000000000001,1.19,0.47132139753211505,-0.0,0.6434194756481016,-0.0,1.322069620318225,-0.0,12.856515199404607,-56.93774860000258,20.81834228608696,69.79426379940719
149,0.25,0.5,0.75,0.7000000000000001,2.18,0.8533379484478323,0.0,1.056178540197691,-0.0,1.9111701529082026,-0.0,18.80859416663311,-46.48111994806536,12.955141360100376,65.28971411469847
150,0.25,0.5,0.75,0.7000000000000001,3.17,1.23915715059099,-0.0,1.4742962849370778,-0.0,2.5123655731376284,-0.0,21.320889731754257,-41.75070444199565,9.54384318104018,63.07159417374991
151,0.25,0.5,0.75,0.7000000000000001,4.16,1.6263444481001446,0.0,1.893874281175393,0.0,3.116728558980408,0.0,22.7328338642185,-39.0167599609785,7.6054125345299095,61.749593825196996
152,0.25,0.5,0.75,0.7000000000000001,5.15,2.014212658316276,0.0,2.313962891017802,0.0,3.7220585515254014,0.0,23.647023705031092,-37.22301897957914,6.3434511964429925,60.870042684610226
153,0.25,0.5,0.75,0.7000000000000001,6.14,2.402481001371799,0.0,2.7342493560169405,0.0,4.327662339464344,0.0,24.29124414594484,-35.95051019177149,5.451449993194022,60.24175433771633
154,0.25,0.5,0.75,0.7000000000000001,7.13,2.791009154582031,0.0,3.1546125387006194,0.0,4.933294303032472,0.0,24.77157354292705,-34.99850571054994,4.78516732875728,59.77007925347699
155,0.25,0.5,0.75,0.7000000000000001,8.12,3.1797175673545417,0.0,3.5750009396627487,0.0,5.538865022373376,0.0,25.144450058151453,-34.258274853311235,4.267347855211136,59.402724911462684
156,0.25,0.5,0.75,0.7000000000000001,9.11,3.568557099839113,0.0,3.995391615985158,0.0,6.1443450302138105,0.0,25.44282256687182,-33.66558476038325,3.8526872996533164,59.108407327255065
157,0.25,0.5,0.75,0.7000000000000001,10.1,3.957495455334962,0.0,4.415774318768526,0.0,6.749728962301167,0.0,25.6872914727329,-33.17995384249034,3.51277185982265,58.86724531522324
158,0.25,0.5,0.75,0.7000000000000001,11.09,4.34651038808554,0.0,4.8361447476782224,-0.0,7.3550210936369735,0.0,25.89143394213144,-32.77455597368232,3.228832817852441,58.66598991581375
159,0.25,0.5,0.75,0.7000000000000001,12.079999999999998,4.735586001930681,0.0,5.25650147364722,0.0,7.9602292080952095,0.0,26.064580686462854,-32.430886274440276,2.98795046671555,58.49546696090313
160,0.25,0.5,0.75,0.7000000000000001,13.069999999999999,5.124710596481541,-0.0,5.676844461154432,-0.0,8.56536194681055,-0.0,26.213366089088364,-32.13575373264279,2.7809273001133645,58.34911982173115
161,0.25,0.5,0.75,0.7000000000000001,14.059999999999999,5.513875346628254,0.0,6.097174332626829,0.0,9.170427679940163,0.0,26.34264246631853,-31.879494114515953,2.601030123541852,58.22213658083449
162,0.25,0.5,0.75,0.7000000000000001,15.049999999999999,5.90307345780336,-0.0,6.517491994109187,0.0,9.775434065052178,0.0,26.456044281282157,-31.654860769208966,2.443212082093315,58.11090505049113
163,0.25,0.5,0.75,0.7000000000000001,16.04,6.292299606187144,-0.0,6.93779844341286,0.0,10.38038791754191,-0.0,26.556349812992394,-31.456310482963136,2.3036131052839486,58.01266029595553
164,0.25,0.5,0.75,0.7000000000000001,17.029999999999998,6.681549556530573,-0.0,7.358094672978432,0.0,10.985295219990805,0.0,26.64572060582179,-31.279529062122336,2.1792287086462094,57.92524966794413
165,0.25,0.5,0.75,0.7000000000000001,18.02,7.070819894507371,0.0,7.778381622788062,-0.0,11.5901611890435,0.0,26.72586447713209,-31.121107527012445,2.0676842742180583,57.84697200414453
166,0.25,0.5,0.75,0.7000000000000001,19.009999999999998,7.4601078350915895,0.0,8.198660159936804,-0.0,12.194990361426546,-0.0,26.79814920945105,-30.978315817739023,1.9670774751698807,57.77646502719007
167,0.25,0.5,0.75,0.7000000000000001,20.0,7.849411082689896,0.0,8.618931072341207,0.0,12.799786681402566,0.0,26.863683554366215,-30.848941318859932,1.8758659216917328,57.71262487322615
168,0.25,0.5,0.75,0.8,0.2,0.12112479373365898,0.0,0.28486789533295676,0.0,0.8445458163411697,0.0,-22.482612207656945,-95.2216770112446,57.913892525440716,72.73906480358765
169,0.25,0.5,0.75,0.8,1.19,0.45017459153822853,0.0,0.6823080450990083,0.0,1.4817341263235089,0.0,12.263347053620448,-52.95588137616428,19.638785680323902,65.21922842978472
170,0.25,0.5,0.75,0.8,2.18,0.7952919949726783,-0.0,1.101809112839362,0.0,2.158894122250769,0.0,18.243421083632047,-44.15884021553861,12.458127468248103,62.40226129917066
171,0.25,0.5,0.75,0.8,3.17,1.142699919748305,0.0,1.5235953974022824,0.0,2.8393517875468586,-0.0,20.837195126296884,-40.1138059068045,9.262882082165529,60.951001033101385
172,0.25,0.5,0.75,0.8,4.16,1.490840128469783,0.0,1.9456198982876398,0.0,3.51948847819368,0.0,22.313974076987893,-37.75084909690021,7.4220680552745755,60.0648231738881
173,0.25,0.5,0.75,0.8,5.15,1.8392981127955137,-0.0,2.367499591134337,0.0,4.198827358372174,0.0,23.277746647737242,-36.189441609764714,6.213247391213599,59.46718825750196
174,0.25,0.5,0.75,0.8,6.14,2.1879197982777576,0.0,2.789169830866123,0.0,4.877412364292101,0.0,23.96070786667665,-35.07623601729514,5.353686278173623,59.03694388397179
175,0.25,0.5,0.75,0.8,7.13,2.5366358273649166,0.0,3.210640940091908,0.0,5.555370008553573,0.0,24.472109692519645,-34.24038843479876,4.708801619045521,58.712498127318405
176,0.25,0.5,0.75,0.8,8.12,2.885410749444008,0.0,3.631939597507341,-0.0,6.232820646142455,0.0,24.87048938676308,-33.58869375799759,4.20590730633711,58.45918314476067
177,0.25,0.5,0.75,0.8,9.11,3.2342247088437794,0.0,4.05309306242552,0.0,6.909862740583681,-0.0,25.19020032115918,-33.06578065792209,3.802105793221046,58.25598097908127
178,0.25,0.5,0.75,0.8,10.1,3.583065784592808,0.0,4.474125138618843,0.0,7.586573687891738,0.0,25.452809876532484,-32.6365950028611,3.470356401549667,58.089404879393584
179,0.25,0.5,0.75,0.8,11.09,3.9319264170070243,0.0,4.895055596228475,0.0,8.26301382002995,0.0,25.672581176333438,-32.277822130355084,3.192723760905064,57.95040330668852
180,0.25,0.5,0.75,0.8,12.079999999999998,4.280801594958896,0.0,5.31590057964439,0.0,8.939230316493095,-0.0,25.859345062408714,-31.97333073931656,2.9568194369962013,57.83267580172527
181,0.25,0.5,0.75,0.8,13.069999999999999,4.62968787276674,0.0,5.736673223498421,0.0,9.615260355562494,0.0,26.020109491863465,-31.711592711881913,2.7537984915044436,57.73170220374538
182,0.25,0.5,0.75,0.8,14.059999999999999,4.9785828070513825,0.0,6.157384236907162,0.0,10.29113350903076,-0.0,26.160011778435447,-31.484144040425218,2.5771696456141693,57.64415581886067
183,0.25,0.5,0.75,0.8,15.049999999999999,5.327484619083648,-0.0,6.57804239418602,0.0,10.966873528753322,0.0,26.282907850749442,-31.28462644401843,2.422056783383129,57.56753429476787
184,0.25,0.5,0.75,0.8,16.04,5.676391984329361,0.0,6.9986549285241955,0.0,11.642499675781702,0.0,26.39175088182875,-31.108168575431616,2.284723284006012,57.49991945726036
185,0.25,0.5,0.75,0.8,17.029999999999998,6.025303896825673,-0.0,7.419227842085627,0.0,12.31802771330347,0.0,26.48884250611642,-30.950973934772133,2.16225580832255,57.43981644088855
186,0.25,0.5,0.75,0.8,18.02,6.374219579207892,0.0,7.83976614882321,0.0,12.993470653882401,0.0,26.576004171760538,-30.810038997836845,2.0523482762158802,57.386043169597386
187,0.25,0.5,0.75,0.8,19.009999999999998,6.72313842148035,0.0,8.260274064630611,0.0,13.668839326727339,-0.0,26.65469686725005,-30.682955852027384,1.9531507384921627,57.33765271927743
188,0.25,0.5,0.75,0.8,20.0,7.072059938397738,0.0,8.68075515674686,-0.0,14.344142812329835,0.0,26.726106566632502,-30.56777112580429,1.8631614127447436,57.293877692436794
189,0.25,0.5,0.75,0.9,0.2,0.1259976100966208,0.0,0.30089413171841944,-0.0,0.8895368188702192,-0.0,-20.41476160889147,-85.82209443716444,52.39935145654913,65.40733282827297
190,0.25,0.5,0.75,0.9,1.19,0.43184717105053017,0.0,0.7199864506699478,0.0,1.6550562888783396,0.0,11.70625619017381,-49.812048004239614,18.62933915959694,61.518304194413425
191,0.25,0.5,0.75,0.9,2.18,0.7445051861585763,-0.0,1.1462448012899655,0.0,2.426875341408933,0.0,17.68393810570932,-42.26017812588656,12.012212831043032,59.944116231595885
192,0.25,0.5,0.75,0.9,3.17,1.0578676781907583,0.0,1.5718210075359953,0.0,3.19413255657514,0.0,20.346662017486096,-38.74707734905241,9.004555734594485,59.09373936653851
193,0.25,0.5,0.75,0.9,4.16,1.3712939568575908,-0.0,1.996399203425978,-0.0,3.9578731102617604,-0.0,21.883182865194993,-36.67949542597189,7.250957872654562,58.56267829116689
194,0.25,0.5,0.75,0.9,5.15,1.68465872598448,0.0,2.420157582753252,0.0,4.719171073717951,0.0,22.894346232129582,-35.30653612751167,6.09049761016485,58.200882359641255
195,0.25,0.5,0.75,0.9,6.14,1.9979401424739875,0.0,2.8432836889864053,0.0,5.478747564617419,0.0,23.615130517080622,-34.324345845635996,5.260840736711307,57.93947636271662
196,0.25,0.5,0.75,0.9,7.13,2.311142026515905,-0.0,3.2659230971238253,0.0,6.237075788674261,0.0,24.1573041433535,-33.58505108308289,4.635870557151489,57.74235522643639
197,0.25,0.5,0.75,0.9,8.12,2.6242742092192572,-0.0,3.6881834215736444,-0.0,6.994473339747469,0.0,24.581206180772085,-33.00757031871204,4.146969678980354,57.588776499484126
198,0.25,0.5,0.75,0.9,9.11,2.937346946648661,0.0,4.110144081630805,0.0,7.7511596910683425,0.0,24.922447205987723,-32.54354362903653,3.7534096842439864,57.46599083502425
199,0.25,0.5,0.75,0.9,10.1,3.2503693722392817,-0.0,4.5318643458010115,0.0,8.5072908281921,0.0,25.203483270614115,-32.162258947611775,3.429399407687092,57.36574221822589
200,0.25,0.5,0.75,0.9,11.09,3.5633492054990734,0.0,4.9533890977275625,0.0,9.26298044936389,0.0,25.439219532818147,-31.843237353910563,3.157767780294188,57.28245688672871
201,0.25,0.5,0.75,0.9,12.079999999999998,3.876292848437621,-0.0,5.37475284414764,-0.0,10.018313298166095,0.0,25.639961338525694,-31.572279864739873,2.9266168219220727,57.21224120326556
202,0.25,0.5,0.75,0.9,13.069999999999999,4.189205581431993,0.0,5.795982499396917,0.0,10.773353788945213,0.0,25.813074857316398,-31.339221575719453,2.7274288864172034,57.15229643303585
203,0.25,0.5,0.75,0.9,14.059999999999999,4.5020917626220145,-0.0,6.217099339138311,0.0,11.528151738558904,0.0,25.96397304971803,-31.136588398282534,2.5539383435679643,57.10056144800056
204,0.25,0.5,0.75,0.9,15.049999999999999,4.814955001988707,0.0,6.638120389880624,-0.0,12.282746269886887,0.0,26.096727600735637,-30.958758678588467,2.4014289998834424,57.0554862793241
205,0.25,0.5,0.75,0.9,16.04,5.1277983048425515,-0.0,7.05905943170557,0.0,13.037168529975052,0.0,26.21446313420407,-30.801420809912752,2.2662802879544808,57.01588394411682
206,0.25,0.5,0.75,0.9,17.029999999999998,5.44062418726873,0.0,7.479927732380503,0.0,13.791443621082323,0.0,26.319619370125935,-30.661211405503423,2.145664832220594,56.98083077562936
207,0.25,0.5,0.75,0.9,18.02,5.7534347681211715,-0.0,7.90073459228541,0.0,14.545591997588907,-0.0,26.41413030936941,-30.53546743172348,2.0373413822703763,56.94959774109289
208,0.25,0.5,0.75,0.9,19.009999999999998,6.066231842154372,0.0,8.321487754202591,0.0,15.299630493179874,0.0,26.499549669763688,-30.42205242379189,1.9395096626698007,56.92160209355558
209,0.25,0.5,0.75,0.9,20.0,6.379016938244013,0.0,8.742193715248716,0.0,16.05357308745614,-0.0,26.577140562285386,-30.319232123859425,1.8507064936238407,56.896372686144815
210,0.25,0.5,0.75,1.0,0.2,0.13041924279303638,0.0,0.31745309361784746,0.0,0.9426699973487793,0.0,-18.719531205003587,-78.43917959556148,47.98735064154543,59.71964839055789
211,0.25,0.5,0.75,1.0,1.19,0.4158887998704725,-0.0,0.7566359413084679,-0.0,1.842895444482006,-0.0,11.184493979626115,-47.25590644457489,17.7518588835559,58.440400424201
212,0.25,0.5,0.75,1.0,2.18,0.6999955529003061,0.0,1.1896279092824553,0.0,2.717330596705872,0.0,17.13349247408454,-40.67390025504738,11.608883786016698,57.80739272913192
213,0.25,0.5,0.75,1.0,3.17,0.9832053037591181,0.0,1.6190763999087618,0.0,3.5799616430224903,0.0,19.852283519263814,-37.5867121152163,8.76584972596331,57.438995634480115
214,0.25,0.5,0.75,1.0,4.16,1.2657918497264418,0.0,2.046290320634722,0.0,4.436094074721375,0.0,21.442713508286758,-35.76047813416856,7.090717030889486,57.203191642455316
215,0.25,0.5,0.75,1.0,5.15,1.5479272101659813,0.0,2.471998367976188,0.0,5.288237589126971,0.0,22.498471578959787,-34.54377336992422,5.974483100216498,57.042244948884004
216,0.25,0.5,0.75,1.0,6.14,1.829725120023504,-0.0,2.8966408744188796,0.0,6.137746630249049,0.0,23.255709001423224,-33.671408591550986,5.172494451248505,56.92711759297421
217,0.25,0.5,0.75,1.0,7.13,2.111263888612057,0.0,3.320500545899383,0.0,6.985420673088617,0.0,23.828014692777163,-33.01373086350634,4.566111535705958,56.8417455562835
218,0.25,0.5,0.75,1.0,8.12,2.3925992455407106,0.0,3.7437676050333564,-0.0,7.831763587620404,0.0,24.27719907946155,-32.49939849859962,4.0903610797887175,56.77659757806117
219,0.25,0.5,0.75,1.0,9.11,2.673771957635951,-0.0,4.1665749405874015,-0.0,8.677109341174543,0.0,24.63995973124924,-32.085744523962894,3.706478793778554,56.725704255212136
220,0.25,0.5,0.75,1.0,10.1,2.9548125489182975,0.0,4.589018290587383,0.0,9.521688335402336,0.0,24.93954767750278,-31.745614054773213,3.389814920630165,56.68516173227599
221,0.25,0.5,0.75,1.0,11.09,3.2357443355148523,0.0,5.011168427838942,-0.0,10.36566480678618,0.0,25.191455724576674,-31.46086898007292,3.1239016360885086,56.652324704649594
222,0.25,0.5,0.75,1.0,12.079999999999998,3.5165854394570593,-0.0,5.433078828111768,-0.0,11.209159061667952,-0.0,25.406430801633075,-31.218915758806112,2.8972949832596013,56.62534656043918
223,0.25,0.5,0.75,1.0,13.069999999999999,3.7973501616910523,0.0,5.854790666831304,-0.0,12.052261284883262,0.0,25.59217670684307,-31.010728457700885,2.7017818712255623,56.602905164543955
224,0.25,0.5,0.75,1.0,14.059999999999999,4.078049940628559,0.0,6.276336173449365,0.0,12.895040435106235,0.0,25.754368862049418,-30.829664113835882,2.531307585784187,56.5840329758853
225,0.25,0.5,0.75,1.0,15.049999999999999,4.358694035448021,0.0,6.697740942105029,0.0,13.737550156703598,0.0,25.89728611936227,-30.670722189326966,2.381306001661338,56.56800830868924
226,0.25,0.5,0.75,1.0,16.04,4.639290022285283,0.0,7.1190255596252925,0.0,14.579832816019271,-0.0,26.02421890402526,-30.530064831220585,2.2482658314093755,56.554283735245846
227,0.25,0.5,0.75,1.0,17.029999999999998,4.919844160564495,0.0,7.5402067756091755,0.0,15.421922322675588,0.0,26.137741298146736,-30.40469646453249,2.129440895731357,56.54243776267923
228,0.25,0.5,0.75,1.0,18.02,5.200361667513397,0.0,7.961298358420352,0.0,16.263846142889438,0.0,26.239897418211882,-30.29224407886284,2.0226513481724098,56.53214149707472
229,0.25,0.5,0.75,1.0,19.009999999999998,5.480846926666069,0.0,8.382311731414537,-0.0,17.105626762873577,-0.0,26.332332146652547,-30.190803047760376,1.926144079768446,56.52313519441292
230,0.25,0.5,0.75,1.0,20.0,5.761303648179683,-0.0,8.803256452633569,0.0,17.947282770172894,-0.0,26.41638476508444,-30.09882671034379,1.8384926480155914,56.51521147542823
